"OPEN 6.1.3"
"Wed May 30 2012 14:18:41"
<open><version>"6.1.3"</version></open>
<open><configfile>"/User/Configs/UserPrefs/LED2x3RedBlueLight.xml"</configfile></open>
<open><light><source>"6400-02 or -02B LED Source"</source><par_in>1 <sensor>"SI-1639"<cal>-0.77<actinity>1.00</actinity><transm>1.00</transm></cal></sensor><transm>1 </transm></par_in><par_out>1 <sensor>"Q33436"<cal>6.31 </cal></sensor></par_out></light></open>
<open><comps><file>"/User/Configs/Comps/StdComps_6.1"<header>""</header><extras></extras></file><energybal>no<f_parIn>1 </f_parIn><f_parOut>0 </f_parOut><alphaK>0.16</alphaK></energybal><bc_total>2.840<stomatal_ratio>1</stomatal_ratio><bc_oneside>1.420<type>2 </type><table>"/Sys/Lib/StdBLCTable"</table><area>6</area><slope>-0.219565 </slope><offset>2.73739 </offset><fan>5 </fan></bc_oneside></bc_total></comps></open>
<open><prompts><onlog>off</onlog><items>"Default (none)"</items></prompts></open>
<open><constants><oxygen>21 %</oxygen><bb_vapor>1.5 </bb_vapor><bb_oxy>0.9 </bb_oxy></constants></open>
<open><stability><items>"Std Stability"<items[1]><id>-2 </id><size>15 </size><pcv><onoff>0 </onoff><value>1 </value></pcv><std><onoff>0 </onoff><value>1 </value></std><slp><onoff>1 </onoff><value>1 </value></slp></items[1]><items[2]><id>-5 </id><size>15 </size><pcv><onoff>0 </onoff><value>1 </value></pcv><std><onoff>0 </onoff><value>1 </value></std><slp><onoff>1 </onoff><value>1 </value></slp></items[2]><items[3]><id>-7 </id><size>15 </size><pcv><onoff>0 </onoff><value>1 </value></pcv><std><onoff>0 </onoff><value>1 </value></std><slp><onoff>1 </onoff><value>1 </value></slp></items[3]></items></stability></open>
<open><log><format>"StdLogFmt_6.0"<items>{ -35  -21  -36  -76  30  23  36  21  25  221  -33  111  -34  11  -9  -10  -8  -1  -2  -4  -5  -14  -15  -7  -12  -13  -11  -65  -66  -72  -18  -19  -77  -78  -79  -23   }<hdr>{  }</hdr></items></format><options><beep>on</beep><hdr>normal</hdr><rem>normal</rem><stab>no</stab><stats>no<period>15 </period></stats><excel>yes</excel><comm>no</comm></options><datafile>"/User/Soybean Flame 5"</datafile><button><action>"Normal Log"<code>" LogOneObsManual "</code></action></button><autoprog>"/User/Configs/AutoProgs/AutoLog"<active>no</active></autoprog></log></open>
<open><a2d><avgtime>4.0 secs</avgtime><userchans><ch20>"Off"</ch20><ch21>"Off"</ch21><ch22>"Off"</ch22><ch23>"Off"</ch23></userchans></a2d></open>
<open><matching><type>0 </type><disp>'a'</disp><settings><CO2Limit>10.0</CO2Limit><H2OLimit>1.0</H2OLimit><MaxAutoTime>60 </MaxAutoTime></settings></matching></open>
<li6400><factory><unit>"PSC-1531"</unit><serviced>"17 Mar 2008"</serviced><fuseaware>0 </fuseaware><co2mixer>yes</co2mixer><co2><coeffs>{ 0  0.212961  2.18957e-05  2.03557e-08  -3.27905e-12  2.96532e-16   }</coeffs><dvdt>-2.8 </dvdt></co2><h2o><coeffs>{ 0  0.00570481  2.37696e-06  -9.64073e-12   }</coeffs><dvdt>-3.4 </dvdt></h2o><flow>{ 0  0.3709   }</flow><press>{ 89.632  0.00549   }</press></factory></li6400>
<li6400><user><flow_zero>361.2</flow_zero><irga_zero><co2>166.1 -536.2<at>20.1707 </at></co2><h2o>-68.0 -29.0<at>19.9597 </at></h2o></irga_zero><irga_span><co2>{ 1.015  1.011   }</co2><h2o>{ 0.983  1.007   }</h2o></irga_span><irga_match><co2>{ -0.216251  3.10265   }</co2><h2o>{ -0.0165113  0.0262227   }</h2o></irga_match><co2_mixer><pump_mv>4500 </pump_mv><ppm>{ 2602.61  1196.44  462.85  281.056  133.986  83.6553  59.7096  49.6288   }</ppm><mv>{ 5000  3000  1500  1000  500  300  200  100   }</mv></co2_mixer><parin_offset>-0.271479 </parin_offset><led_cal><unit>"unknown"</unit><mv>{ 50  100  1000  3000  5000   }</mv><qntm>{ 3  45  555  1500  2500   }</qntm></led_cal><lcf_cal><unit>"LCF-1272"</unit><red><mv>{ 50  100  200  400  800  1500   }</mv><qntm>{ 71.4426  158.085  336.061  704.114  1454.21  2759.68   }</qntm></red><blue><mv>{ 100  500  1000  2000  3000  4000  5000   }</mv><qntm>{ 6.26287  41.8594  74.626  136.115  189.855  236.274  278.599   }</qntm></blue></lcf_cal></user></li6400>
"14:19:04 20120530 P3"
$STARTOFDATA$
"Obs"	"HHMMSS"	"FTime"	"EBal?"	"Photo"	"Cond"	"Ci"	"Trmmol"	"VpdL"	"CTleaf"	"Area"	"BLC_1"	"StmRat"	"BLCond"	"Tair"	"Tleaf"	"TBlk"	"CO2R"	"CO2S"	"H2OR"	"H2OS"	"RH_R"	"RH_S"	"Flow"	"PARi"	"PARo"	"Press"	"CsMch"	"HsMch"	"StableF"	"BLCslope"	"BLCoffst"	"f_parin"	"f_parout"	"alphaK"	"Status"
1257	"15:11:41"	3195.5	0	9.66	0.0422	293	0.802	1.57	25.58	6	1.42	1	2.84	25.21	25.58	25.07	699.42	679.02	18.936	20.507	49.34	53.44	300.1	500	0	83.91	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1258	"15:11:43"	3198.0	0	9.53	0.0423	299	0.803	1.57	25.58	6	1.42	1	2.84	25.21	25.58	25.07	699.29	679.15	18.935	20.509	49.34	53.44	300.1	500	0	83.91	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1259	"15:11:46"	3200.5	0	9.59	0.0419	294	0.797	1.57	25.58	6	1.42	1	2.84	25.21	25.58	25.07	699.31	679.05	18.936	20.498	49.35	53.42	300.1	500	0	83.91	3.1	0.0262	0.7	-0.22	2.74	1.00	0.00	0.16	111115
1260	"15:11:48"	3203.0	0	9.65	0.0421	292	0.799	1.57	25.57	6	1.42	1	2.84	25.21	25.57	25.07	699.31	678.94	18.935	20.501	49.34	53.42	300.1	500	0	83.91	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1261	"15:11:51"	3205.5	0	9.68	0.0423	293	0.804	1.57	25.57	6	1.42	1	2.84	25.21	25.57	25.07	699.33	678.89	18.935	20.509	49.34	53.45	300.1	500	0	83.91	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1262	"15:11:53"	3208.0	0	9.66	0.0422	293	0.802	1.57	25.57	6	1.42	1	2.84	25.21	25.57	25.07	699.40	678.99	18.934	20.505	49.34	53.44	300.1	500	0	83.91	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1263	"15:11:56"	3210.5	0	9.68	0.0421	292	0.8	1.57	25.57	6	1.42	1	2.84	25.21	25.57	25.07	699.38	678.95	18.931	20.497	49.34	53.42	300.1	500	0	83.91	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1264	"15:11:58"	3213.0	0	9.61	0.042	293	0.798	1.57	25.57	6	1.42	1	2.84	25.21	25.57	25.07	699.15	678.86	18.938	20.500	49.35	53.43	300.1	500	0	83.91	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1265	"15:12:01"	3215.5	0	9.65	0.042	292	0.798	1.57	25.57	6	1.42	1	2.84	25.21	25.57	25.07	699.36	678.97	18.934	20.497	49.34	53.42	300.1	500	1	83.91	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1266	"15:12:03"	3218.0	0	9.66	0.0423	294	0.802	1.57	25.57	6	1.42	1	2.84	25.21	25.57	25.07	699.49	679.09	18.928	20.500	49.33	53.42	300.1	500	0	83.91	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1267	"15:12:06"	3220.5	0	9.57	0.042	295	0.797	1.57	25.56	6	1.42	1	2.84	25.21	25.56	25.07	699.33	679.11	18.931	20.492	49.34	53.41	300.1	500	0	83.91	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1268	"15:12:08"	3223.0	0	9.63	0.042	293	0.798	1.57	25.56	6	1.42	1	2.84	25.21	25.56	25.07	699.28	678.94	18.929	20.492	49.33	53.41	300.1	500	0	83.91	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1269	"15:12:11"	3225.5	0	9.64	0.0423	295	0.803	1.57	25.56	6	1.42	1	2.84	25.21	25.56	25.07	699.33	678.97	18.928	20.501	49.33	53.43	300.1	500	1	83.91	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1270	"15:12:13"	3228.0	0	9.59	0.0423	296	0.802	1.57	25.56	6	1.42	1	2.84	25.21	25.56	25.07	699.37	679.10	18.924	20.494	49.32	53.41	300.1	500	0	83.91	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1271	"15:12:16"	3230.5	0	9.58	0.0421	295	0.799	1.57	25.56	6	1.42	1	2.84	25.21	25.56	25.07	699.27	679.02	18.919	20.485	49.31	53.39	300.1	500	0	83.91	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1272	"15:12:18"	3233.0	0	9.57	0.0419	294	0.797	1.57	25.56	6	1.42	1	2.84	25.21	25.56	25.07	699.26	679.05	18.922	20.482	49.32	53.38	300.1	500	1	83.91	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1273	"15:12:21"	3235.5	0	9.5	0.0418	296	0.793	1.57	25.56	6	1.42	1	2.84	25.21	25.56	25.07	699.23	679.17	18.924	20.478	49.32	53.37	300.1	500	0	83.91	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1274	"15:12:23"	3238.0	0	9.65	0.0418	290	0.794	1.57	25.56	6	1.42	1	2.84	25.21	25.56	25.07	699.32	678.95	18.924	20.479	49.32	53.37	300.1	500	0	83.91	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1275	"15:12:26"	3240.5	0	9.58	0.0417	292	0.791	1.57	25.56	6	1.42	1	2.84	25.21	25.56	25.07	699.32	679.10	18.925	20.475	49.33	53.37	300.1	500	0	83.92	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1276	"15:12:28"	3243.0	0	9.53	0.0417	294	0.791	1.57	25.56	6	1.42	1	2.84	25.21	25.56	25.07	699.19	679.07	18.922	20.472	49.32	53.36	300.1	500	0	83.92	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1277	"15:12:31"	3245.5	0	9.56	0.0417	293	0.793	1.57	25.56	6	1.42	1	2.84	25.21	25.56	25.07	699.22	679.02	18.918	20.471	49.31	53.36	300.1	500	0	83.92	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1278	"15:12:33"	3248.0	0	9.52	0.0418	295	0.794	1.57	25.56	6	1.42	1	2.84	25.21	25.56	25.07	699.12	678.99	18.919	20.475	49.31	53.37	300.1	500	1	83.92	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1279	"15:12:36"	3250.5	0	9.64	0.0419	291	0.796	1.57	25.56	6	1.42	1	2.84	25.21	25.56	25.07	699.32	678.95	18.921	20.480	49.32	53.38	300.1	500	0	83.92	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1280	"15:12:38"	3253.0	0	9.64	0.0417	290	0.792	1.57	25.56	6	1.42	1	2.84	25.21	25.56	25.07	699.42	679.07	18.922	20.473	49.32	53.36	300.1	500	0	83.92	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1281	"15:12:41"	3255.5	0	9.65	0.0419	291	0.796	1.57	25.56	6	1.42	1	2.84	25.21	25.56	25.07	699.44	679.06	18.916	20.474	49.30	53.36	300.1	500	0	83.92	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1282	"15:12:43"	3258.0	0	9.53	0.0416	293	0.791	1.57	25.57	6	1.42	1	2.84	25.21	25.57	25.07	699.25	679.12	18.918	20.468	49.30	53.34	300.1	500	0	83.92	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1283	"15:12:46"	3260.5	0	9.52	0.0419	296	0.797	1.57	25.57	6	1.42	1	2.84	25.21	25.57	25.07	699.30	679.18	18.911	20.471	49.29	53.35	300.1	500	0	83.92	3.1	0.0262	0.7	-0.22	2.74	1.00	0.00	0.16	111115
1284	"15:12:48"	3262.5	0	9.53	0.0419	296	0.797	1.57	25.57	6	1.42	1	2.84	25.21	25.57	25.07	699.34	679.20	18.908	20.469	49.28	53.35	300.1	500	0	83.92	3.1	0.0262	0.7	-0.22	2.74	1.00	0.00	0.16	111115
1285	"15:12:50"	3265.0	0	9.62	0.0415	289	0.79	1.57	25.57	6	1.42	1	2.84	25.21	25.57	25.07	699.45	679.15	18.911	20.459	49.29	53.32	300.1	500	0	83.92	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1286	"15:12:53"	3267.5	0	9.58	0.0415	290	0.789	1.57	25.57	6	1.42	1	2.84	25.21	25.57	25.07	699.41	679.18	18.913	20.459	49.29	53.32	300.1	500	0	83.91	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1287	"15:12:55"	3270.0	0	9.51	0.0415	293	0.789	1.57	25.57	6	1.42	1	2.84	25.21	25.57	25.07	699.31	679.21	18.908	20.453	49.28	53.31	300.1	500	0	83.91	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1288	"15:12:58"	3272.5	0	9.47	0.0416	295	0.791	1.57	25.57	6	1.42	1	2.84	25.21	25.57	25.07	699.29	679.29	18.908	20.458	49.28	53.32	300.1	500	0	83.91	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1289	"15:13:00"	3275.0	0	9.55	0.0417	293	0.793	1.57	25.56	6	1.42	1	2.84	25.21	25.56	25.07	699.30	679.13	18.907	20.459	49.28	53.32	300.1	500	0	83.91	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1290	"15:13:03"	3277.5	0	9.6	0.0413	288	0.787	1.57	25.57	6	1.42	1	2.84	25.21	25.57	25.07	699.44	679.17	18.912	20.454	49.29	53.31	300.1	500	0	83.91	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1291	"15:13:05"	3280.0	0	9.54	0.0413	291	0.787	1.57	25.57	6	1.42	1	2.84	25.21	25.57	25.07	699.43	679.29	18.907	20.449	49.28	53.30	300.1	500	0	83.92	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1292	"15:13:08"	3282.5	0	9.43	0.0414	295	0.787	1.57	25.56	6	1.42	1	2.84	25.21	25.56	25.07	699.22	679.29	18.903	20.445	49.27	53.29	300.1	500	0	83.92	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1293	"15:13:10"	3284.5	0	9.38	0.0413	296	0.786	1.57	25.57	6	1.42	1	2.84	25.21	25.57	25.07	699.15	679.32	18.903	20.443	49.27	53.28	300.1	500	0	83.92	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1294	"15:13:12"	3287.0	0	9.48	0.0416	295	0.792	1.57	25.57	6	1.42	1	2.84	25.21	25.57	25.07	699.23	679.20	18.904	20.455	49.27	53.31	300.1	500	0	83.92	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1295	"15:13:15"	3289.5	0	9.54	0.0417	293	0.793	1.57	25.57	6	1.42	1	2.84	25.21	25.57	25.07	699.37	679.22	18.896	20.450	49.25	53.30	300.1	500	0	83.92	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1296	"15:13:17"	3292.0	0	9.56	0.0413	289	0.786	1.57	25.57	6	1.42	1	2.84	25.21	25.57	25.07	699.28	679.09	18.899	20.440	49.26	53.27	300.1	500	0	83.92	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1297	"15:13:20"	3294.5	0	9.51	0.0414	292	0.789	1.57	25.57	6	1.42	1	2.84	25.21	25.57	25.07	699.26	679.17	18.898	20.443	49.26	53.28	300.1	500	0	83.92	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1298	"15:13:22"	3297.0	0	9.47	0.0412	292	0.786	1.57	25.57	6	1.42	1	2.84	25.21	25.57	25.07	699.20	679.20	18.897	20.435	49.25	53.26	300.1	500	0	83.92	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1299	"15:13:25"	3299.5	0	9.46	0.0412	292	0.784	1.57	25.57	6	1.42	1	2.84	25.21	25.57	25.07	699.26	679.29	18.901	20.437	49.26	53.27	300.1	500	0	83.92	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1300	"15:13:27"	3302.0	0	9.52	0.0412	290	0.785	1.57	25.57	6	1.42	1	2.84	25.21	25.57	25.07	699.38	679.29	18.897	20.434	49.25	53.26	300.1	500	0	83.92	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1301	"15:13:30"	3304.5	0	9.5	0.0411	290	0.784	1.58	25.57	6	1.42	1	2.84	25.21	25.57	25.07	699.31	679.25	18.897	20.433	49.25	53.25	300.1	500	1	83.92	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1302	"15:13:32"	3307.0	0	9.52	0.0411	289	0.784	1.57	25.57	6	1.42	1	2.84	25.21	25.57	25.08	699.37	679.26	18.901	20.436	49.26	53.26	300.1	500	0	83.92	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1303	"15:13:35"	3309.5	0	9.45	0.0411	292	0.783	1.57	25.57	6	1.42	1	2.84	25.21	25.57	25.07	699.34	679.39	18.900	20.433	49.25	53.25	300.1	500	0	83.92	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1304	"15:13:37"	3312.0	0	9.36	0.0411	295	0.783	1.58	25.57	6	1.42	1	2.84	25.21	25.57	25.07	699.31	679.52	18.897	20.432	49.25	53.25	300.1	500	0	83.92	3.1	0.0262	0.7	-0.22	2.74	1.00	0.00	0.16	111115
1305	"15:13:40"	3314.5	0	9.36	0.0407	292	0.776	1.58	25.58	6	1.42	1	2.84	25.21	25.58	25.07	699.20	679.44	18.900	20.421	49.25	53.22	300.1	500	0	83.92	3.1	0.0262	0.7	-0.22	2.74	1.00	0.00	0.16	111115
1306	"15:13:42"	3317.0	0	9.39	0.0409	293	0.781	1.58	25.58	6	1.42	1	2.84	25.21	25.58	25.07	699.27	679.44	18.892	20.421	49.23	53.22	300.1	500	0	83.92	3.1	0.0262	0.7	-0.22	2.74	1.00	0.00	0.16	111115
1307	"15:13:45"	3319.5	0	9.45	0.0411	292	0.783	1.58	25.57	6	1.42	1	2.84	25.21	25.57	25.07	699.40	679.44	18.893	20.428	49.23	53.23	300.1	500	0	83.91	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1308	"15:13:47"	3322.0	0	9.44	0.0407	289	0.777	1.58	25.57	6	1.42	1	2.84	25.21	25.57	25.07	699.41	679.48	18.898	20.420	49.25	53.21	300.1	500	0	83.91	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1309	"15:13:50"	3324.5	0	9.57	0.0411	287	0.784	1.58	25.57	6	1.42	1	2.84	25.21	25.57	25.07	699.52	679.32	18.892	20.428	49.23	53.23	300.1	500	0	83.91	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1310	"15:13:52"	3327.0	0	9.51	0.0409	287	0.78	1.58	25.57	6	1.42	1	2.84	25.21	25.57	25.07	699.48	679.40	18.894	20.422	49.23	53.21	300.1	500	0	83.91	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1311	"15:13:55"	3329.5	0	9.45	0.0409	290	0.78	1.58	25.57	6	1.42	1	2.84	25.21	25.57	25.07	699.37	679.41	18.892	20.421	49.23	53.21	300.1	500	0	83.91	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1312	"15:13:57"	3332.0	0	9.47	0.0408	289	0.78	1.58	25.58	6	1.42	1	2.84	25.21	25.58	25.07	699.37	679.37	18.889	20.417	49.22	53.20	300.1	500	0	83.91	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1313	"15:14:00"	3334.5	0	9.47	0.0407	288	0.778	1.58	25.58	6	1.42	1	2.84	25.21	25.58	25.07	699.46	679.47	18.889	20.413	49.22	53.19	300.1	500	0	83.91	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1314	"15:14:02"	3337.0	0	9.44	0.0407	289	0.778	1.58	25.58	6	1.42	1	2.84	25.21	25.58	25.07	699.38	679.46	18.888	20.412	49.21	53.18	300.1	500	0	83.91	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1315	"15:14:05"	3339.5	0	9.46	0.0406	287	0.776	1.58	25.57	6	1.42	1	2.84	25.21	25.57	25.07	699.39	679.42	18.889	20.409	49.22	53.18	300.1	500	0	83.91	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1316	"15:14:07"	3342.0	0	9.55	0.0407	285	0.778	1.58	25.58	6	1.42	1	2.84	25.21	25.58	25.07	699.51	679.36	18.889	20.413	49.22	53.19	300.1	500	0	83.91	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1317	"15:14:10"	3344.5	0	9.45	0.0408	290	0.78	1.58	25.58	6	1.42	1	2.84	25.21	25.58	25.07	699.55	679.59	18.888	20.416	49.22	53.20	300.1	500	0	83.91	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1318	"15:14:12"	3347.0	0	9.34	0.0408	294	0.78	1.58	25.58	6	1.42	1	2.84	25.21	25.58	25.07	699.41	679.67	18.885	20.413	49.21	53.19	300.1	500	0	83.91	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1319	"15:14:15"	3349.5	0	9.39	0.041	294	0.784	1.58	25.58	6	1.42	1	2.84	25.21	25.58	25.07	699.34	679.51	18.884	20.419	49.20	53.20	300.1	500	0	83.91	3.1	0.0262	0.7	-0.22	2.74	1.00	0.00	0.16	111115
1320	"15:14:17"	3352.0	0	9.41	0.0407	290	0.779	1.58	25.58	6	1.42	1	2.84	25.21	25.58	25.07	699.28	679.41	18.883	20.408	49.20	53.17	300.1	500	0	83.91	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1321	"15:14:20"	3354.5	0	9.34	0.0406	291	0.776	1.58	25.58	6	1.42	1	2.84	25.21	25.58	25.07	699.40	679.67	18.888	20.407	49.21	53.17	300.1	500	0	83.91	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1322	"15:14:22"	3357.0	0	9.37	0.0406	291	0.777	1.58	25.58	6	1.42	1	2.84	25.21	25.58	25.07	699.42	679.62	18.888	20.410	49.21	53.18	300.1	500	0	83.91	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1323	"15:14:25"	3359.5	0	9.46	0.0406	287	0.776	1.58	25.58	6	1.42	1	2.84	25.21	25.58	25.07	699.45	679.48	18.885	20.406	49.21	53.17	300.1	500	0	83.91	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1324	"15:14:27"	3362.0	0	9.47	0.0403	284	0.771	1.58	25.58	6	1.42	1	2.84	25.21	25.58	25.07	699.44	679.45	18.884	20.394	49.20	53.14	300.1	500	0	83.91	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1325	"15:14:30"	3364.5	0	9.43	0.0403	286	0.772	1.58	25.58	6	1.42	1	2.84	25.21	25.58	25.07	699.31	679.40	18.886	20.397	49.21	53.15	300.1	500	0	83.91	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1326	"15:14:32"	3367.0	0	9.48	0.0404	284	0.772	1.58	25.58	6	1.42	1	2.84	25.21	25.58	25.07	699.44	679.44	18.889	20.402	49.22	53.16	300.1	500	0	83.9	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1327	"15:14:35"	3369.5	0	9.48	0.0404	284	0.772	1.58	25.58	6	1.42	1	2.84	25.21	25.58	25.07	699.43	679.43	18.882	20.395	49.20	53.14	300.1	500	0	83.9	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1328	"15:14:37"	3372.0	0	9.34	0.0403	289	0.771	1.58	25.58	6	1.42	1	2.84	25.21	25.58	25.07	699.30	679.57	18.877	20.388	49.19	53.12	300.1	500	0	83.9	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1329	"15:14:40"	3374.5	0	9.42	0.0401	284	0.768	1.58	25.58	6	1.42	1	2.84	25.21	25.58	25.07	699.37	679.49	18.884	20.389	49.20	53.12	300.1	500	0	83.9	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1330	"15:14:42"	3377.0	0	9.43	0.0404	286	0.773	1.58	25.58	6	1.42	1	2.84	25.21	25.58	25.07	699.41	679.50	18.882	20.395	49.20	53.14	300.1	500	0	83.9	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1331	"15:14:45"	3379.5	0	9.39	0.0404	288	0.773	1.58	25.58	6	1.42	1	2.84	25.21	25.58	25.07	699.45	679.63	18.883	20.398	49.20	53.14	300.1	500	0	83.9	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1332	"15:14:47"	3382.0	0	9.43	0.04	283	0.766	1.58	25.58	6	1.42	1	2.84	25.21	25.58	25.07	699.44	679.54	18.884	20.385	49.20	53.11	300.1	500	0	83.9	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1333	"15:14:50"	3384.5	0	9.34	0.0401	288	0.769	1.58	25.58	6	1.42	1	2.84	25.21	25.58	25.07	699.42	679.70	18.878	20.383	49.18	53.11	300.1	500	0	83.9	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1334	"15:14:52"	3387.0	0	9.37	0.0402	287	0.77	1.58	25.58	6	1.42	1	2.84	25.21	25.58	25.07	699.48	679.69	18.878	20.387	49.19	53.12	300.1	500	0	83.9	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1335	"15:14:55"	3389.5	0	9.36	0.0401	286	0.768	1.58	25.59	6	1.42	1	2.84	25.21	25.59	25.07	699.43	679.67	18.883	20.387	49.20	53.12	300.1	500	0	83.9	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1336	"15:14:57"	3392.0	0	9.35	0.0403	289	0.773	1.58	25.59	6	1.42	1	2.84	25.21	25.59	25.07	699.43	679.68	18.877	20.391	49.18	53.13	300.1	500	0	83.9	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1337	"15:15:00"	3394.5	0	9.31	0.0404	291	0.774	1.58	25.58	6	1.42	1	2.84	25.21	25.58	25.07	699.42	679.75	18.872	20.388	49.17	53.12	300.1	500	0	83.9	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1338	"15:15:02"	3397.0	0	9.29	0.0401	290	0.769	1.58	25.58	6	1.42	1	2.84	25.21	25.58	25.07	699.40	679.78	18.874	20.380	49.17	53.10	300.1	500	0	83.9	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
1339	"15:15:05"	3399.5	0	9.29	0.0399	287	0.765	1.58	25.59	6	1.42	1	2.84	25.21	25.59	25.07	699.36	679.74	18.873	20.372	49.17	53.08	300.1	500	0	83.9	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
